pl_name,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,st_met,st_logg
Kepler-736 b,3.60146534,0.042800,2.310,,,,0.000000,996,5052.00,0.85,0.81,0.160,4.48
Kepler-736 b,,,2.316,0.207,,,,,5046.00,0.86,,,
Kepler-736 b,3.60144900,0.043000,2.100,,,,0.000000,963,5273.00,0.74,0.84,,4.63
Kepler-736 b,3.60147201,,2.930,0.261,,,,,5217.00,0.81,0.86,0.030,4.56
Kepler-736 b,3.60147201,0.044600,2.900,,,,0.000000,1003,5335.00,0.81,0.91,0.070,4.58
Kepler-736 b,3.60147201,0.044600,2.900,,,,0.000000,1003,5335.00,0.81,0.91,0.070,4.58
Kepler-736 b,3.60146534,,,,,,,,5093.00,0.86,0.85,,4.50
Kepler-736 b,3.60147889,,,,,,,,5093.00,0.86,0.85,,4.50
Kepler-736 b,3.60147727,,,,,,,,5093.00,0.86,0.85,,4.50
Kepler-737 b,28.59915399,0.144300,1.880,,,,0.000000,295,3750.00,0.46,0.49,-0.180,4.80
Kepler-737 b,28.59914031,,,,,,,,3793.00,0.52,0.52,,4.72
Kepler-737 b,28.59915399,0.144300,1.880,,,,0.000000,295,3750.00,0.46,0.49,-0.180,4.80
Kepler-737 b,28.59915399,,1.960,0.175,,,,,3813.00,0.48,0.51,-0.240,4.77
Kepler-737 b,28.59878000,0.149000,2.480,,,,0.000000,326,3979.00,0.51,0.53,,4.75
Kepler-737 b,,,2.029,0.181,,,,,3753.00,0.51,,,
Kepler-737 b,28.59913147,,,,,,,,3793.00,0.52,0.52,,4.72
Kepler-737 b,28.59908593,,,,,,,,3793.00,0.52,0.52,,4.72
Kepler-737 b,28.59914031,0.142200,1.830,,,,0.000000,298,3755.00,0.46,0.47,-0.260,4.78
Kepler-737 b,28.59915399,0.144300,1.880,,,,0.000000,295,3750.00,0.46,0.49,-0.180,4.80
Kepler-738 b,24.58716355,,,,,,,,5230.88,0.95,0.89,-0.019,4.43
Kepler-738 b,24.58721963,,,,,,,,5230.88,0.95,0.89,-0.019,4.43
Kepler-738 b,,,2.883,0.257,,,,,5468.00,0.91,,,
Kepler-738 b,24.58721573,0.154800,2.310,,,,0.000000,531,5465.00,0.75,0.82,-0.340,4.60
Kepler-738 b,24.58719000,0.160000,2.500,,,,0.000000,538,5493.00,0.79,0.90,,4.59
Kepler-738 b,24.58721573,0.154800,2.310,,,,0.000000,531,5465.00,0.75,0.82,-0.340,4.60
Kepler-738 b,24.58721016,,,,,,,,5230.88,0.95,0.89,-0.019,4.43
Kepler-738 b,24.58716355,0.155200,2.370,,,,0.000000,530,5474.00,0.75,0.83,-0.340,4.61
Kepler-738 b,24.58721573,0.154800,2.310,,,,0.000000,531,5465.00,0.75,0.82,-0.340,4.60
Kepler-738 b,24.58721573,,2.500,0.223,,,,,5327.00,0.82,0.86,-0.090,4.55
Kepler-739 b,12.53248465,0.105400,3.370,,,,0.000000,775,5997.00,0.90,0.99,-0.220,4.52
Kepler-739 b,12.53250700,0.107000,3.100,,,,0.000000,781,6000.00,0.93,1.03,,4.51
Kepler-739 b,12.53248222,0.105400,3.240,,,,0.000000,775,5997.00,0.90,0.99,-0.220,4.52
Kepler-739 b,12.53248465,0.105400,3.370,,,,0.000000,775,5997.00,0.90,0.99,-0.220,4.52
Kepler-739 b,12.53248222,,,,,,,,5628.00,1.07,1.00,,4.38
Kepler-739 b,,,3.769,0.336,,,,,6000.00,1.05,,,
Kepler-739 b,12.53248465,0.105400,3.370,,,,0.000000,775,5997.00,0.90,0.99,-0.220,4.52
Kepler-739 b,12.53248465,,3.320,0.296,,,,,5601.00,0.90,0.93,-0.080,4.51
Kepler-739 b,12.53248389,,,,,,,,5628.00,1.07,1.00,,4.38
Kepler-739 b,12.53249776,,,,,,,,5628.00,1.07,1.00,,4.38
Kepler-74 b,7.34071495,,,,,,,,5828.81,1.44,1.05,0.238,4.14
Kepler-74 b,7.34071100,0.078130,10.761,0.960,191.96932,0.60400,0.320000,,6000.00,1.12,1.18,0.420,
Kepler-74 b,7.34071100,0.078100,10.760,0.960,200.22000,0.63000,0.000000,1078,6000.00,1.12,1.18,0.420,4.44
Kepler-74 b,7.34071497,,,,,,,,5828.81,1.44,1.05,0.238,4.14
Kepler-74 b,7.34071475,0.080100,14.410,,,,0.000000,1155,6056.00,1.50,1.27,0.360,4.19
Kepler-74 b,,,12.817,1.143,,,,,6050.00,1.34,,,
Kepler-74 b,7.34071475,0.080100,14.410,,,,0.000000,1155,6056.00,1.50,1.27,0.360,4.19
Kepler-74 b,7.34071475,,14.190,1.266,,,,,6068.00,1.48,1.26,0.290,4.20
Kepler-74 b,7.34071495,0.080100,14.310,,,,0.000000,1155,6056.00,1.50,1.27,0.360,4.19
Kepler-74 b,7.34071463,,,,,,,,5828.81,1.44,1.05,0.238,4.14
Kepler-74 b,7.34072390,0.074000,8.600,,,,0.000000,922,5945.00,0.91,1.02,,4.52
Kepler-74 b,7.34071800,0.084000,14.800,1.320,216.12000,0.68000,0.287000,1250,6050.00,1.51,1.40,0.340,4.20
Kepler-74 b,7.34071475,0.080100,14.410,,,,0.000000,1155,6056.00,1.50,1.27,0.360,4.19
Kepler-740 b,,,4.907,0.438,,,,,5750.00,0.97,,,
Kepler-740 b,3.58410105,0.046200,4.660,,,,0.000000,1131,5739.00,0.92,1.02,0.100,4.52
Kepler-740 b,3.58410105,,,,,,,,5415.15,0.99,0.94,0.425,4.42
Kepler-740 b,3.58410138,,,,,,,,5415.15,0.99,0.94,0.425,4.42
Kepler-740 b,3.58409537,,,,,,,,5415.15,0.99,0.94,0.425,4.42
Kepler-740 b,3.58410122,,4.570,0.408,,,,,5438.00,0.87,0.91,0.030,4.52
Kepler-740 b,3.58408420,0.045000,4.500,,,,0.000000,1077,5669.00,0.83,0.94,,4.57
Kepler-740 b,3.58410122,0.046200,4.870,,,,0.000000,1131,5739.00,0.92,1.02,0.100,4.52
Kepler-740 b,3.58410122,0.046200,4.870,,,,0.000000,1131,5739.00,0.92,1.02,0.100,4.52
Kepler-740 b,3.58410122,0.046200,4.870,,,,0.000000,1131,5739.00,0.92,1.02,0.100,4.52
Kepler-741 b,7.03902374,0.074000,2.480,,,,0.000000,1041,6319.00,1.03,1.08,-0.220,4.45
Kepler-741 b,7.03900320,,,,,,,,5944.00,1.38,1.09,,4.19
Kepler-741 b,7.03902374,0.074000,2.480,,,,0.000000,1041,6319.00,1.03,1.08,-0.220,4.45
Kepler-741 b,7.03907800,0.075000,2.800,,,,0.000000,1057,6330.00,1.07,1.15,,4.44
Kepler-741 b,7.03902016,0.074400,2.450,,,,0.000000,1051,6321.00,1.06,1.11,-0.160,4.43
Kepler-741 b,7.03902374,,2.970,0.265,,,,,6129.00,1.24,1.16,0.070,4.31
Kepler-741 b,7.03902374,0.074000,2.480,,,,0.000000,1041,6319.00,1.03,1.08,-0.220,4.45
Kepler-741 b,7.03899386,,,,,,,,5944.00,1.38,1.09,,4.19
Kepler-741 b,7.03902016,,,,,,,,5944.00,1.38,1.09,,4.19
Kepler-741 b,,,3.077,0.275,,,,,6335.00,1.33,,,
Kepler-742 b,8.36086824,0.074400,3.730,,,,0.000000,690,4743.00,0.81,0.79,0.400,4.52
Kepler-742 b,8.36086824,0.074400,3.730,,,,0.000000,690,4743.00,0.81,0.79,0.400,4.52
Kepler-742 b,8.36087070,0.074400,3.670,,,,0.000000,690,4743.00,0.81,0.79,0.400,4.52
Kepler-742 b,8.36086403,,,,,,,,4545.00,0.73,0.72,,4.57
Kepler-742 b,8.36084700,0.070000,3.170,,,,0.000000,611,4628.00,0.63,0.65,,4.66
Kepler-742 b,8.36087070,,,,,,,,4545.00,0.73,0.72,,4.57
Kepler-742 b,8.36086824,,3.240,0.289,,,,,4642.00,0.71,0.76,0.070,4.62
Kepler-742 b,8.36086824,0.074400,3.730,,,,0.000000,690,4743.00,0.81,0.79,0.400,4.52
Kepler-742 b,,,3.101,0.277,,,,,4732.00,0.68,,,
Kepler-742 b,8.36086357,,,,,,,,4545.00,0.73,0.72,,4.57
Kepler-743 b,3.17926270,,,,,,,,5423.64,0.92,0.94,0.117,4.48
Kepler-743 b,3.17926292,0.041800,1.220,,,,0.000000,1097,5530.00,0.84,0.96,0.070,4.57
Kepler-743 b,3.17926729,,,,,,,,5423.64,0.92,0.94,0.117,4.48
Kepler-743 b,3.17926292,0.041800,1.220,,,,0.000000,1097,5530.00,0.84,0.96,0.070,4.57
Kepler-743 b,,,1.292,0.115,,,,,5509.00,0.92,,,
Kepler-743 b,3.17926292,0.041800,1.220,,,,0.000000,1097,5530.00,0.84,0.96,0.070,4.57
Kepler-743 b,3.17926686,,,,,,,,5423.64,0.92,0.94,0.117,4.48
Kepler-743 b,3.17926200,0.042000,1.280,,,,0.000000,1143,5542.00,0.92,0.97,,4.50
Kepler-743 b,3.17926292,,1.210,0.108,,,,,5486.00,0.85,0.94,0.010,4.55
Kepler-743 b,3.17926729,0.041800,1.210,,,,0.000000,1101,5511.00,0.86,0.96,0.100,4.55
Kepler-744 b,12.06222962,0.099300,1.620,,,,0.000000,750,5547.00,0.93,0.90,0.000,4.45
Kepler-744 b,12.06222443,0.104900,2.800,,,,0.000000,1024,5957.00,1.59,1.06,-0.100,4.06
Kepler-744 b,12.06214800,0.105000,2.700,,,,0.000000,1013,5938.00,1.57,1.06,,4.07
Kepler-744 b,12.06222443,0.104900,2.800,,,,0.000000,1024,5957.00,1.59,1.06,-0.100,4.06
Kepler-744 b,,,1.516,0.135,,,,,5495.00,0.87,,,
Kepler-744 b,12.06223957,,,,,,,,5605.14,0.82,0.99,-0.276,4.61
Kepler-744 b,12.06222962,,,,,,,,5605.14,0.82,0.99,-0.276,4.61
Kepler-744 b,12.06222443,0.104900,2.800,,,,0.000000,1024,5957.00,1.59,1.06,-0.100,4.06
Kepler-744 b,12.06222443,,1.620,0.145,,,,,5594.00,0.93,0.94,0.000,4.48
Kepler-744 b,12.06219221,,,,,,,,5605.14,0.82,0.99,-0.276,4.61
Kepler-745 b,9.93146307,0.091500,2.410,,,,0.000000,931,5782.00,1.22,1.03,0.160,4.28
Kepler-745 b,9.93146307,,,,,,,,5654.67,1.61,1.00,0.040,4.03
Kepler-745 b,9.93143556,0.090800,1.920,,,,0.000000,824,5880.00,0.92,1.01,-0.060,4.52
Kepler-745 b,9.93143556,0.090800,1.920,,,,0.000000,824,5880.00,0.92,1.01,-0.060,4.52
Kepler-745 b,9.93143556,0.090800,1.920,,,,0.000000,824,5880.00,0.92,1.01,-0.060,4.52
Kepler-745 b,9.93153577,,,,,,,,5654.67,1.61,1.00,0.040,4.03
Kepler-745 b,9.93134553,,,,,,,,5654.67,1.61,1.00,0.040,4.03
Kepler-745 b,9.93143556,,2.160,0.193,,,,,5849.00,1.04,1.04,0.060,4.42
Kepler-745 b,,,3.052,0.272,,,,,5783.00,1.54,,,
Kepler-745 b,9.93161000,0.090000,1.850,,,,0.000000,806,5841.00,0.88,0.99,,4.54
Kepler-746 b,3.48153800,0.045000,1.360,,,,0.000000,1146,5481.00,1.01,0.98,,4.42
Kepler-746 b,3.48159170,,,,,,,,5094.34,,,0.082,
Kepler-746 b,3.48147059,,,,,,,,5094.34,,,0.082,
Kepler-746 b,3.48159251,0.043700,1.260,,,,0.000000,1190,5473.00,1.06,0.92,0.180,4.35
Kepler-746 b,3.48159251,0.043700,1.260,,,,0.000000,1190,5473.00,1.06,0.92,0.180,4.35
Kepler-746 b,3.48159251,,1.110,0.099,,,,,5418.00,0.93,0.91,0.090,4.46
Kepler-746 b,3.48159170,0.043500,1.170,,,,0.000000,1156,5405.00,1.02,0.90,0.210,4.37
Kepler-746 b,3.48159251,0.043700,1.260,,,,0.000000,1190,5473.00,1.06,0.92,0.180,4.35
Kepler-747 b,35.61766403,,,,,,,,4980.00,3.21,,,
Kepler-747 b,35.61760587,0.191600,5.260,,,,0.000000,456,5123.00,0.78,0.74,-0.200,4.52
Kepler-747 b,35.61760587,,5.270,0.470,,,,,5096.00,0.78,0.82,-0.030,4.58
Kepler-747 b,35.61760233,0.191600,5.170,,,,0.000000,456,5123.00,0.78,0.74,-0.200,4.52
Kepler-747 b,35.61760233,,,,,,,,4980.00,3.21,,,
Kepler-747 b,35.61758850,,,,,,,,4980.00,3.21,,,
Kepler-747 b,35.61760587,0.191600,5.260,,,,0.000000,456,5123.00,0.78,0.74,-0.200,4.52
Kepler-747 b,35.61758000,0.193000,4.800,,,,0.000000,453,5131.00,0.77,0.76,,4.54
Kepler-747 b,35.61760587,0.191600,5.260,,,,0.000000,456,5123.00,0.78,0.74,-0.200,4.52
Kepler-748 b,7.40742793,0.074500,2.230,,,,0.000000,938,5922.00,0.96,1.00,-0.080,4.47
Kepler-748 b,7.40742502,0.074500,2.010,,,,0.000000,938,5922.00,0.96,1.00,-0.080,4.47
Kepler-748 b,7.40758000,0.076000,2.130,,,,0.000000,901,5665.00,0.99,1.06,,4.47
Kepler-748 b,7.40739214,,,,,,,,5730.42,1.54,1.02,0.214,4.07
Kepler-748 b,7.40742793,,2.520,0.225,,,,,5934.00,1.10,1.07,0.080,4.38
Kepler-748 b,,,3.112,0.278,,,,,5923.00,1.49,,,
Kepler-748 b,7.40742793,0.074500,2.230,,,,0.000000,938,5922.00,0.96,1.00,-0.080,4.47
Kepler-748 b,7.40742502,,,,,,,,5730.42,1.54,1.02,0.214,4.07
Kepler-748 b,7.40742793,0.074500,2.230,,,,0.000000,938,5922.00,0.96,1.00,-0.080,4.47
Kepler-749 b,17.31711739,,,,,,,,4940.93,0.77,0.81,-0.579,4.57
Kepler-749 b,17.31706878,,,,,,,,4940.93,0.77,0.81,-0.579,4.57
Kepler-749 b,17.31716585,0.105400,2.100,,,,0.000000,454,4719.00,0.50,0.52,-1.700,4.75
Kepler-749 b,,,3.212,0.287,,,,,4704.00,0.79,,,
Kepler-749 b,17.31729000,0.117000,2.710,,,,0.000000,531,4922.00,0.70,0.72,,4.60
Kepler-749 b,17.31716585,,3.100,0.277,,,,,5009.00,0.75,0.79,-0.110,4.59
Kepler-749 b,17.31716200,,,,,,,,4940.93,0.77,0.81,-0.579,4.57
Kepler-749 b,17.31716585,0.105400,2.100,,,,0.000000,454,4719.00,0.50,0.52,-1.700,4.75
Kepler-749 b,17.31716585,0.105400,2.100,,,,0.000000,454,4719.00,0.50,0.52,-1.700,4.75
Kepler-749 b,17.31711739,0.105400,2.040,,,,0.000000,454,4719.00,0.50,0.52,-1.700,4.75
Kepler-75 b,8.88491160,0.081700,11.769,1.050,3210.08300,10.10000,0.570400,,5200.00,0.89,0.91,0.300,
Kepler-75 b,8.88492400,0.080000,11.550,1.030,3146.40000,9.90000,0.569000,850,5330.00,0.88,0.88,-0.070,4.50
Kepler-75 b,8.88491760,0.077000,9.400,,,,0.000000,721,5152.00,0.77,0.77,,4.54
Kepler-75 b,,,11.985,1.069,,,,,5306.00,0.96,,,
Kepler-75 b,8.88492268,0.078600,11.020,,,,0.000000,770,5332.00,0.84,0.82,-0.080,4.50
Kepler-75 b,8.88492268,0.078600,11.020,,,,0.000000,770,5332.00,0.84,0.82,-0.080,4.50
Kepler-75 b,8.88492372,,,,,,,,5160.00,0.98,0.87,,4.40
Kepler-75 b,8.88492300,0.078600,10.510,,,,0.000000,770,5332.00,0.84,0.82,-0.080,4.50
Kepler-75 b,8.88492300,,,,,,,,5160.00,0.98,0.87,,4.40
Kepler-75 b,8.88491160,0.081800,11.770,1.050,3209.90000,10.10000,0.570000,767,5200.00,0.89,0.91,0.300,4.50
Kepler-75 b,8.88492268,0.078600,11.020,,,,0.000000,770,5332.00,0.84,0.82,-0.080,4.50
Kepler-75 b,8.88492128,,,,,,,,5160.00,0.98,0.87,,4.40
Kepler-75 b,8.88492268,,10.830,0.966,,,,,5206.00,0.83,0.83,-0.020,4.52
Kepler-750 b,9.42887179,0.092600,2.950,,,,0.000000,1018,6495.00,1.17,1.19,-0.100,4.38
Kepler-750 b,9.42889884,,,,,,,,6025.52,1.36,1.12,-0.106,4.22
Kepler-750 b,,,3.313,0.296,,,,,5948.00,1.40,,,
Kepler-750 b,9.42887179,0.092600,2.950,,,,0.000000,1018,6495.00,1.17,1.19,-0.100,4.38
Kepler-750 b,9.42880000,0.091000,2.480,,,,0.000000,921,6243.00,1.02,1.12,,4.47
Kepler-750 b,9.42887179,0.092600,2.950,,,,0.000000,1018,6495.00,1.17,1.19,-0.100,4.38
Kepler-750 b,9.42887179,,3.070,0.274,,,,,6160.00,1.23,1.15,0.030,4.32
Kepler-750 b,9.42889884,0.093000,4.390,,,,0.000000,1163,5897.00,1.86,1.20,0.160,3.98
Kepler-750 b,9.42887200,,,,,,,,6025.52,1.36,1.12,-0.106,4.22
Kepler-750 b,9.42884066,,,,,,,,6025.52,1.36,1.12,-0.106,4.22
Kepler-750 c,4.08897299,0.053300,2.360,,,,0.000000,1537,5897.00,1.86,1.20,0.160,3.98
Kepler-750 c,,,1.777,0.159,,,,,5948.00,1.40,,,
Kepler-750 c,4.08898221,,,,,,,,6025.52,1.36,1.12,-0.106,4.22
Kepler-750 c,4.08899022,,1.620,0.145,,,,,6160.00,1.23,1.15,0.030,4.32
Kepler-750 c,4.08902000,0.052000,1.310,,,,0.000000,1218,6243.00,1.02,1.12,,4.47
Kepler-750 c,4.08899022,0.053100,1.580,,,,0.000000,1344,6495.00,1.17,1.19,-0.100,4.38
Kepler-750 c,4.08897299,,,,,,,,6025.52,1.36,1.12,-0.106,4.22
Kepler-750 c,4.08899022,0.053100,1.580,,,,0.000000,1344,6495.00,1.17,1.19,-0.100,4.38
Kepler-750 c,4.08899022,0.053100,1.580,,,,0.000000,1344,6495.00,1.17,1.19,-0.100,4.38
Kepler-751 b,17.44490636,0.126300,2.810,,,,0.000000,679,5568.00,0.97,0.88,-0.040,4.41
Kepler-751 b,17.44490636,,2.460,0.219,,,,,5387.00,0.84,0.87,-0.060,4.54
Kepler-751 b,17.44486016,0.126300,3.240,,,,0.000000,679,5568.00,0.97,0.88,-0.040,4.41
Kepler-751 b,17.44486016,,,,,,,,5327.00,0.87,0.92,,4.53
Kepler-751 b,17.44490636,0.126300,2.810,,,,0.000000,679,5568.00,0.97,0.88,-0.040,4.41
Kepler-751 b,,,2.850,0.254,,,,,5566.00,0.85,,,
Kepler-751 b,17.44496257,,,,,,,,5327.00,0.87,0.92,,4.53
Kepler-751 b,17.44490636,0.126300,2.810,,,,0.000000,679,5568.00,0.97,0.88,-0.040,4.41
Kepler-751 b,17.44424015,,,,,,,,5327.00,0.87,0.92,,4.53
Kepler-751 b,17.44487000,0.125000,3.400,,,,0.000000,674,5530.00,0.95,0.85,,4.41
Kepler-752 b,18.82747265,0.135300,2.920,,,,0.000000,632,5687.00,0.86,0.93,-0.120,4.54
Kepler-752 b,18.82747265,,2.810,0.251,,,,,5373.00,0.83,0.87,-0.080,4.54
Kepler-752 b,18.82761339,,,,,,,,5466.00,0.97,0.96,,4.45
Kepler-752 b,18.82744023,,,,,,,,5466.00,0.97,0.96,,4.45
Kepler-752 b,,,2.953,0.263,,,,,5688.00,0.94,,,
Kepler-752 b,18.82756878,,,,,,,,5466.00,0.97,0.96,,4.45
Kepler-752 b,18.82729000,0.135000,2.600,,,,0.000000,629,5669.00,0.85,0.93,,4.54
Kepler-752 b,18.82747265,0.135300,2.920,,,,0.000000,632,5687.00,0.86,0.93,-0.120,4.54
Kepler-752 b,18.82747265,0.135300,2.920,,,,0.000000,632,5687.00,0.86,0.93,-0.120,4.54
Kepler-752 b,18.82744023,0.135300,2.700,,,,0.000000,632,5687.00,0.86,0.93,-0.120,4.54
Kepler-753 b,5.74772501,0.050800,1.520,,,,0.000000,556,3937.00,0.52,0.53,-0.270,4.73
Kepler-753 b,5.74772501,,1.910,0.170,,,,,4346.00,0.65,0.68,-0.030,4.65
Kepler-753 b,5.74772501,0.050800,1.520,,,,0.000000,556,3937.00,0.52,0.53,-0.270,4.73
Kepler-753 b,5.74771193,,,,,,,,4272.00,0.67,0.67,,4.60
Kepler-753 b,5.74771900,0.053000,1.760,,,,0.000000,618,4299.00,0.56,0.59,,4.71
Kepler-753 b,5.74772124,,,,,,,,4272.00,0.67,0.67,,4.60
Kepler-753 b,,,1.891,0.169,,,,,4251.00,0.64,,,
Kepler-753 b,5.74771191,,,,,,,,4272.00,0.67,0.67,,4.60
Kepler-753 b,5.74771191,0.054000,1.860,,,,0.000000,641,4252.00,0.63,0.64,-0.060,4.64
Kepler-753 b,5.74772501,0.050800,1.520,,,,0.000000,556,3937.00,0.52,0.53,-0.270,4.73
Kepler-754 b,14.55916000,0.117000,2.040,,,,0.000000,758,5952.00,0.97,1.00,,4.46
Kepler-754 b,14.55985560,,,,,,,,6016.43,1.49,1.11,-0.187,4.14
Kepler-754 b,14.55962370,0.116000,1.760,,,,0.000000,759,5959.00,0.97,0.98,-0.160,4.46
Kepler-754 b,14.55962370,0.116000,1.760,,,,0.000000,759,5959.00,0.97,0.98,-0.160,4.46
Kepler-754 b,14.55985560,0.116000,1.640,,,,0.000000,758,5959.00,0.97,0.98,-0.160,4.46
Kepler-754 b,14.55962370,0.116000,1.760,,,,0.000000,759,5959.00,0.97,0.98,-0.160,4.46
Kepler-754 b,14.55962370,,2.010,0.179,,,,,5935.00,1.08,1.06,0.050,4.39
Kepler-754 b,,,2.727,0.243,,,,,5961.00,1.60,,,
Kepler-755 b,1.26909037,0.020700,1.780,,,,0.000000,1372,5095.00,0.77,0.73,-0.200,4.53
Kepler-755 b,1.26909037,0.020700,1.780,,,,0.000000,1372,5095.00,0.77,0.73,-0.200,4.53
Kepler-755 b,1.26909500,0.021000,1.400,,,,0.000000,1350,5088.00,0.76,0.75,,4.55
Kepler-755 b,1.26909037,0.020700,1.780,,,,0.000000,1372,5095.00,0.77,0.73,-0.200,4.53
Kepler-755 b,1.26909276,,,,,,,,5146.47,0.74,0.87,-0.034,4.63
Kepler-755 b,1.26909141,,,,,,,,5146.47,0.74,0.87,-0.034,4.63
Kepler-755 b,1.26909037,,1.760,0.157,,,,,5043.00,0.77,0.82,-0.010,4.58
Kepler-755 b,1.26909141,0.021400,1.410,,,,0.000000,1331,5041.00,0.77,0.81,0.020,4.58
Kepler-755 b,1.26909087,,,,,,,,5146.47,0.74,0.87,-0.034,4.63
Kepler-755 b,,,1.532,0.137,,,,,5067.00,0.83,,,
Kepler-755 c,2.85313400,0.036700,1.360,,,,0.000000,1016,5041.00,0.77,0.81,0.020,4.58
Kepler-755 c,2.85313364,0.035500,1.290,,,,0.000000,1047,5095.00,0.77,0.73,-0.200,4.53
Kepler-755 c,2.85313500,0.036000,1.400,,,,0.000000,1031,5088.00,0.76,0.75,,4.55
Kepler-755 c,2.85312536,,,,,,,,5146.47,0.74,0.87,-0.034,4.63
Kepler-755 c,,,1.478,0.132,,,,,5067.00,0.83,,,
Kepler-755 c,2.85313364,0.035500,1.290,,,,0.000000,1047,5095.00,0.77,0.73,-0.200,4.53
Kepler-755 c,2.85313400,,,,,,,,5146.47,0.74,0.87,-0.034,4.63
Kepler-755 c,2.85313364,,1.260,0.112,,,,,5043.00,0.77,0.82,-0.010,4.58
Kepler-755 c,2.85313364,0.035500,1.290,,,,0.000000,1047,5095.00,0.77,0.73,-0.200,4.53
Kepler-755 c,2.85313225,,,,,,,,5146.47,0.74,0.87,-0.034,4.63
Kepler-756 b,1.22486632,0.021700,1.190,,,,0.000000,1518,5573.00,0.83,0.90,-0.120,4.56
Kepler-756 b,1.22486632,0.021700,1.190,,,,0.000000,1518,5573.00,0.83,0.90,-0.120,4.56
Kepler-756 b,1.22486200,0.022000,1.270,,,,0.000000,1494,5564.00,0.81,0.91,,4.58
Kepler-756 b,1.22486644,0.021900,1.540,,,,0.000000,1741,5553.00,1.11,0.93,0.140,4.32
Kepler-756 b,1.22486632,0.021700,1.190,,,,0.000000,1518,5573.00,0.83,0.90,-0.120,4.56
Kepler-756 b,1.22486644,,,,,,,,,,,,
Kepler-756 b,1.22486422,,,,,,,,,,,,
Kepler-756 b,1.22486632,,1.120,0.100,,,,,5282.00,0.79,0.82,-0.190,4.57
Kepler-757 b,1.02267865,0.019000,1.140,,,,0.000000,1734,5366.00,1.02,0.88,0.160,4.36
Kepler-757 b,1.02269300,0.019000,1.040,,,,0.000000,1593,5549.00,0.81,0.91,,4.58
Kepler-757 b,1.02267882,0.019100,0.950,,,,0.000000,1593,5559.00,0.81,0.88,-0.180,4.57
Kepler-757 b,,,1.423,0.127,,,,,5365.00,1.27,,,
Kepler-757 b,1.02267805,,,,,,,,5667.00,1.25,1.01,,4.25
Kepler-757 b,1.02267882,,1.360,0.121,,,,,6014.00,1.13,1.08,0.020,4.37
Kepler-757 b,1.02267865,,,,,,,,5667.00,1.25,1.01,,4.25
Kepler-757 b,1.02267882,0.019100,0.950,,,,0.000000,1593,5559.00,0.81,0.88,-0.180,4.57
Kepler-757 b,1.02267882,0.019100,0.950,,,,0.000000,1593,5559.00,0.81,0.88,-0.180,4.57
Kepler-758 b,12.10995000,0.112000,2.020,,,,0.000000,979,6678.00,1.24,1.27,,4.36
Kepler-758 b,12.10982274,,,,,,,,6442.00,1.53,1.30,,4.18
Kepler-758 b,,,3.209,0.286,,,,,6360.00,1.57,,,
Kepler-758 b,12.10968709,0.101900,2.980,,,,0.000000,1005,6021.00,1.46,0.96,-0.340,4.09
Kepler-758 b,12.10971040,,2.480,0.221,,,,,6228.00,1.42,1.16,-0.100,4.19
Kepler-758 b,12.10971040,0.111400,2.340,,,,0.000000,1028,6692.00,1.35,1.26,-0.140,4.28
Kepler-758 b,12.10968709,,,,,,,,6442.00,1.53,1.30,,4.18
Kepler-758 b,12.10971040,0.111400,2.340,,,,0.000000,1028,6692.00,1.35,1.26,-0.140,4.28
Kepler-758 b,12.10971040,0.111400,2.340,,,,0.000000,1028,6692.00,1.35,1.26,-0.140,4.28
Kepler-758 c,4.75793986,,1.690,0.151,,,,,6228.00,1.42,1.16,-0.100,4.19
Kepler-758 c,4.75796103,0.054700,1.700,,,,0.000000,1372,6021.00,1.46,0.96,-0.340,4.09
Kepler-758 c,4.75793986,0.059700,1.650,,,,0.000000,1404,6692.00,1.35,1.26,-0.140,4.28
Kepler-758 c,,,1.836,0.164,,,,,6360.00,1.57,,,
Kepler-758 c,4.75793986,0.059700,1.650,,,,0.000000,1404,6692.00,1.35,1.26,-0.140,4.28
Kepler-758 c,4.75796103,,,,,,,,6442.00,1.53,1.30,,4.18
Kepler-758 c,4.75789600,0.060000,1.430,,,,0.000000,1337,6678.00,1.24,1.27,,4.36
Kepler-758 c,4.75799299,,,,,,,,6442.00,1.53,1.30,,4.18
Kepler-758 c,4.75793986,0.059700,1.650,,,,0.000000,1404,6692.00,1.35,1.26,-0.140,4.28
Kepler-758 d,20.49661970,0.158200,2.010,,,,0.000000,863,6692.00,1.35,1.26,-0.140,4.28
Kepler-758 d,20.49661970,0.158200,2.010,,,,0.000000,863,6692.00,1.35,1.26,-0.140,4.28
Kepler-758 d,20.49716970,,,,,,,,6442.00,1.53,1.30,,4.18
Kepler-758 d,,,3.188,0.284,,,,,6360.00,1.57,,,
Kepler-758 d,20.49659000,0.159000,1.960,,,,0.000000,821,6678.00,1.24,1.27,,4.36
Kepler-758 d,20.49661970,,2.120,0.189,,,,,6228.00,1.42,1.16,-0.100,4.19
Kepler-758 d,20.49727550,0.144700,2.960,,,,0.000000,843,6021.00,1.46,0.96,-0.340,4.09
Kepler-758 d,20.49661970,0.158200,2.010,,,,0.000000,863,6692.00,1.35,1.26,-0.140,4.28
Kepler-758 d,20.49727550,,,,,,,,6442.00,1.53,1.30,,4.18
