TIC ID,CTOI,Promoted to TOI,MASTER,SG1A,SG1B,SG2,SG3,SG4,SG5,User Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM RA (mas/yr),Transit Epoch (BJD),Transit Epoch (BJD) err,Period (days),Period (days) Error,Depth mmag,Depth mmag Error,Depth ppm,Depth ppm Error,Duration (hrs),Duration (hrs) Error,Inclination (deg),Inclination (deg) Error,Impact Param,Impact Param Error,Rad_p/Rad_s,Rad_p/Rad_s Error,a/Rad_s,a/Rad_s Error,Planet Radius (R_Earth),Planet Radius (R_Earth) Error,Mass (M_Earth),Mass (M_Earth) Error,Insolation (Earth Flux),Insolation (Earth Flux) Error,Equilibrium Temp (K),Equilibrium Temp (K) Error,Fitted Stellar Density (g/cm^3),Fitted Stellar Density (g/cm^3) Error,Semi-Major Axis (AU),Semi-Major Axis (AU) Error,Eccentricity,Eccentricity (Error),Arg of Periastron,Arg of Periastron Error,Time of Periastron (BJD),Time of Periastron (BJD) Error,Velocity Semi-amp (m/s),Velocity Semi-amp (m/s) Error,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,CTOI lastmod,User,Group,Tag,Notes
102169275,102169275.01,,,,,,,,,PC,,11.6886,0.006,195.254801,-37.978017,-23.419,0.165,-1.732,0.195,2458565.197,.0011,6.54993,0.00039,25.151356,,22899,,0.206,0.003,88.56,.33,.28,.07,.143,.003,11.18,.16,27.46,2.83,,,,,,,.62,.07,,,,,,,,,,,645.376,45.796,6617,130.154,4.09039,.106418,1.75932,.1469,2020-08-10 07:20:18,montalto,,29456,"new CTOI, Montalto et al. (2020)"
102713734,102713734.01,2580.01,,,,,,,,PC,,10.8064,0.006,62.199207,67.116526,10.767,0.032,-5.174,0.047,2458819.066164,,3.397592,,9.456239,,8671.7,,4.6649,,,,.278,,.08547,,,,19.341531792917436,,,,,,,,,,,,,,,,,,,,379.253,4.518,6590,230.493,4.05129,.0960843,1.82904,.0838821,2021-02-08 16:07:01,olmschenk,,93969,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
102808276,102808276.01,,,,,,,,,PC,,14.6332,0.013,63.241059,67.675548,5.32,0.038,-12.79,0.06,2458819.28879976,.00439802,3.14325794,0.00121393,32.746111,40.573558,29710,36680,2.656,0.297,,,.453,.3,.17734,.09524,9.64,1.67,17.03,10.52,,,,,,,,,,,,,,,,,,,515.161,9.885,4996,122,4.47095,,.877202,,2022-02-19 11:17:05,bouma,tfopwg,108227,"Qual:B,NotCM?,5.5e+08yr,MissingRot?. Rp=(0.56-2.22)Rj. b=0.00-0.85 (3-97HDI)."
103195323,103195323.01,2143.01,,,,,,,,PC,,10.1041,0.011,62.572982,75.170931,-3.914,0.039,7.041,0.041,2459006.41,.01,5.5858,,6.315603,0.543004,5800,500,6.11,,,,,,.1485,.0065,,,16.2,.7,,,.0735,.004,,,,,,,,,,,,,,,378.684,3.58,7437,138.239,4.0884,.079291,1.9501,.0661809,2020-07-27 04:09:20,deen,,28722,"five good transits"
103633672,103633672.01,2085.01,,,,,,,,PC,,9.8499,0.006,152.223473,70.394557,-33.703,0.047,-40.063,0.059,2458850.35,.02,0,,2.173647,0.217169,2000,200,7,1,,,,,,,,,3.5,1,,,,,,,,,,,,,,,,,,,84.5772,.23065,5134,126.158,4.57244,.0884481,.799051,.0487588,2020-05-16 03:35:10,eisner,,19147,"PHT candidate. Single transit event."
103751498,103751498.01,2579.01,,,,,,,,PC,,10.9101,0.007,157.412341,70.527083,-46.527,0.05,-9.597,0.047,2458686.313809,,3.714644,,12.32384,,11286.5,,3.9999,,,,.095,,.09746,,,,15.433356126538323,,,,,,,,,,,,,,,,,,,,281.498,2.5655,5783,125.203,4.21116,.0735464,1.32425,.0658643,2021-02-08 16:07:01,olmschenk,,93970,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
104195270,104195270.01,,,,,,,,,PC,,10.9988,0.008,44.114507,48.008994,7.932,0.085,-12.197,0.078,2458792.625674,,3.685937,,0.338477,,311.7,,4.9062,,,,.434,,.01649,,,,4.282626086244363,,,,,,,,,,,,,,,,,,,,531.121,12.574,6731.3,104.611,3.99257,.0863355,1.99719,.0947186,2021-02-08 16:07:01,olmschenk,,93971,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
104986789,104986789.01,2578.01,,,,,,,,PC,,10.5863,0.006,68.052102,52.252655,4.401,0.064,-33.767,0.043,2458818.761686,,3.458107,,8.843081,,8111.7,,2.7075,,,,.794,,.10041,,,,12.970713530690022,,,,,,,,,,,,,,,,,,,,285.53,3.476,6427.8,105.086,4.34593,.0923483,1.2663,.0721458,2021-02-08 16:07:01,olmschenk,,93972,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
105379013,105379013.01,3857.01,,,,,,,,PC,,13.167,0.006,141.921026,46.214342,5.119,0.038,-20.955,0.033,2458871.426139,,3.294978,,12.142005,,11120.9,,2.552,,,,.702,,.10539,,,,9.937905312469288,,,,,,,,,,,,,,,,,,,,330.706,2.8745,4646.62,58.99,4.43528,,.863001,,2021-02-08 16:07:01,olmschenk,,93973,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
105850602,105850602.01,,,,,,,,,PC,,8.4743,0.006,244.326092,16.429035,-24.7,1.3,-21.2,1.2,2459007.421,.002,,,1.847322,0.217169,1700,200,0.9,0.1,,,,,.0412,.0025,,,4.23,.25,,,,,,,,,,,,,,,,,,,140.4494,,6392.84,,,,,,2020-07-28 16:52:23,deen,,28780,"V/U shaped single transit"
106235729,106235729.01,,,,,,,,,PC,,13.0558,0.045,301.082052,35.788882,-3.149,0.027,-6.485,0.03,2458684.41836,.00208,4.05496,0.00025,156.456046,,134200,,3.1,0.1,81.9,.5,1.113,.068,.366,.055,,,79.4,12,,,,,,,,,.073,.0003,,,,,,,,,2019.2,80.835,8597,123,3.8317,,2.94714,,2021-09-07 08:21:56,nardiello,,99703,"new CTOI likely member of NGC 6871, PATHOS-51 in Nardiello et al. (2021)"
107340585,107340585.01,2832.01,,,,,,,,PC,,12.9674,0.011,110.910659,-26.711311,-3.301,0.025,0.295,0.034,2458493.547133,,2.68931,,11.825732,,10832.8,,2.5545,,,,0,,.10347,,,,14.751905685925506,,,,,,,,,,,,,,,,,,,,838.737,13.2515,6685,136.326,4.39567,.0926935,1.25125,.0555276,2021-02-08 16:07:01,olmschenk,,93974,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
109929845,109929845.01,,,,,,,,,PC,,12.8887,0.006,113.723415,-28.085772,-0.176,1.165,3.091,1.165,2458494.64832,,4.763437,,42.141552,,38070.2,,4.712,,,,.672,,.19269,,,,13.973087259901504,,,,,,,,,,,,,,,,,,,,1252.35,,,,,,,,2021-02-08 16:07:01,olmschenk,,93975,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
110718787,110718787.01,,,,,,,,,PC,,13.947,0.009,114.73227,-29.388675,-5.686,0.031,5.036,0.036,2458494.4292960446,.0044722489546984425,3.091714320211069,0.0013290686352946945,67.319294,42.280037,60120.272153252605,38192.88542744477,3.4439057492176133,0.7457649159276827,81.23006025934117,4.592818441031647,.9064609789647936,.5351589933419222,.2451943558756045,.1101430258554906,5.945279655129896,1.6664156087517985,22.668424459817174,6.8005273379451525,,,,,,,,,,,,,,,,,,,552.14,6.8215,5090,124,4.51113,,.847579,,2019-09-18 09:12:28,bouma,tfopwg,5724,"Cand HJ in Haffner13 (30 Myr; CG18). Strong rot var.  PMs a bit off. (CDIPS; Bouma+19)"
110996418,110996418.01,5171.01,,,,,,,,PC,,13.4003,0.006,188.696788,-10.31971,-8.077,1.787,-10.82,1.287,2458580.65,.01,0,0,13.107639,1.086279,12000,1000,3.6,1,,,,,,,,,12.7,3,,,,,,,,,,,,,,,,,,,696.695,,,,,,,,2020-05-22 06:25:09,eisner,,19242,"PHT candidate. Single transit event."
111363968,111363968.01,,,,,,,,,PC,,11.3211,0.006,31.558384,-35.924332,24.024,0.085,-16.743,0.115,2458382.5114,.0001,1.63312,0.00001,31.386282,,28494,,0.088,0.002,78.16,.86,.92,.07,.201,.051,4.5,.18,21.39,6.85,,,,,,,.65,.12,,,,,,,,,,,183.422,3.193,4906,128.186,4.36305,.0920755,.975112,.0666407,2020-08-10 07:20:18,montalto,,29455,"new CTOI, Montalto et al. (2020)"
112316665,112316665.01,2577.01,,,,,,,,PC,,11.5955,0.006,112.022979,-34.343112,-5.26,0.037,0.347,0.06,2458495.135624,,3.74793,,5.462376,,5018.4,,3.4606,,,,.898,,.08574,,,,15.614734103541283,,,,,,,,,,,,,,,,,,,,786.59,15.959,7899,143.454,4.16015,.0786343,1.89316,.0631583,2021-02-08 16:07:01,olmschenk,,93976,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
113918063,113918063.01,,,,,,,,,PC,,12.4499,0.007,54.203409,23.540854,-25.413,0.085,-15.756,0.053,2459521.949,.006,,,5.933446,0.792877,5450,730,2.2,0.701,,,,,,,,,4.557,.294,,,,,,,,,,,,,,,,,,,98.1543,.36045,3633,157,4.68112,.0099284,.564892,.0166861,2022-01-11 02:27:39,vogl,,107113,"Found with our in-house single transit finder; Sector 44"
115115136,115115136.01,,,,,,,,,PC,,11.3959,0.006,316.796244,-39.766381,24.591,0.056,-13.34,0.044,2458335.8122,,3.970833,,3814.783652,,970208.9,,3.56666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.299,7.005,6238,136.209,4.22177,.085633,1.41105,.0685226,2019-05-10 10:14:26,lipponen,,3534,"firstBulkUploadTest"
115115136,115115136.02,,,,,,,,,PC,,11.3959,0.006,316.796244,-39.766381,24.591,0.056,-13.34,0.044,2458325.9095,,4,,6141.692748,,996506,,3.33333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.299,7.005,6238,136.209,4.22177,.085633,1.41105,.0685226,2019-05-10 10:14:26,lipponen,,3534,"firstBulkUploadTest"
115171750,115171750.01,,,,,,,,,PC,,10.6999,0.006,248.501311,45.271564,27.348,0.035,2.309,0.042,2458986.43,.01,0,,1.956086,0.217169,1800,200,9.4,0.2,,,,,,,,,3.4,.2,,,,,,,,,,,,,,,,,,,112.94,.265,5089.95,105.573,4.63658,.0780047,.734885,.0382387,2020-07-27 15:28:52,deen,,28730,"single transit"
115410334,115410334.01,,,,,,,,,PC,,8.86497,0.006,251.879874,46.191452,-42.796,0.036,-17.522,0.053,2458999.269,.01,13.424,0.02,3.861221,0.054288,3550,50,6.5,,,,,,.05958,.00042,,,19.16,.13,,,,,,,,,.114,.005,,,,,,,,,197.664,.8195,5158,122,,,2.94525,,2020-07-27 16:02:05,deen,,28731,"seems close to a grazing transit, but not quite."
115451738,115451738.01,,,,,,,,,PC,,14.1279,0.014,83.73088,31.076493,0.108,0.064,-2.863,0.049,2458816.5933522,.00643029,2.08148387,0.00111966,22.699527,38.198025,20690,34570,5.911,0.581,,,.956,.358,.2641,.20623,2.39,.44,28.83,24.09,,,,,,,,,,,,,,,,,,,690.466,20.298,5583,123,4.46043,,.9697,,2022-02-19 11:17:05,bouma,tfopwg,108227,"Qual:A,NotCM?,1.2e+08yr. Rp=(0.41-7.12)Rj. b=0.16-1.69 (3-97HDI)."
115453244,115453244.01,2576.01,,,,,,,,PC,,12.2323,0.006,83.653961,30.406374,4.948,0.071,-17.424,0.052,2458817.881579,,3.823122,,12.422237,,11376.1,,3.7982,,,,.794,,.10668,,,,14.851803520534633,,,,,,,,,,,,,,,,,,,,430.46,7.3515,6166.45,145.118,4.34044,.112571,1.21292,.110734,2021-02-08 16:07:01,olmschenk,,93977,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
116497708,116497708.01,,,,,,,,,PC,,9.8322,0.006,46.021172,49.430515,67.82,0.081,-28.748,0.079,2458796.26,,6.67,,0.285521,,262.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.24,.7705,5726,127.87,4.37821,.0758438,1.08306,.0522739,2021-03-31 10:32:57,chiarello,,95801,"camera: 2; ccd: 4; column: 898; row: 145; sector: 18"
116756420,116756420.01,,,,,,,,,PC,,7.82745,0.006,46.575802,49.252917,-67.714,0.084,14.966,0.076,2458792.18,,1.63,,0.063094,,58.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.309,.4665,6800.91,124.002,4.0656,.111304,1.85719,.163764,2021-01-27 11:49:09,chiarello,,93719,"All info obtained using the lightKurve framework"
116887189,116887189.01,,,,,,,,,FP,,14.6168,0.013,47.075766,51.66989,-2.258,0.147,-1.509,0.128,2458796.403,.004,0.8059,0.0001,33.070664,,30000,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2212.31,376.63,6689,128,3.76036,,2.60014,,2020-02-05 22:48:29,montet,,16444,"RV binary from Brown+ 2020 (arXiv:2002.00014). Previously considered WD candidate; TESS shows it to be eclipsing"
117644481,117644481.01,,,,,,,,,PC,,11.9672,0.009,67.751697,-14.365249,33.833,0.035,43.205,0.033,2458439.011,.0007,0.25066,0.00001,10.898853,,9988,,0.045,0.002,66.24,4.15,.64,.07,.094,.005,1.58,.09,11.62,1.15,,,,,,,1.18,.26,,,,,,,,,,,344.871,3.3,5862,132.773,4.35566,.0754344,1.13203,.0548743,2020-08-10 07:20:18,montalto,,29400,"new CTOI, Montalto et al. (2020)"
117772549,117772549.01,,,,,,,,,PC,,8.855,0.006,96.561,-33.456478,13.663,0.045,14.705,0.053,2458465.9523,.0054,7.87854,0.0014,0.469139,,432,,0.236,0.015,84.44,1.2,.73,.07,.021,.002,7.56,.98,4.6,.53,,,,,,,.13,.1,,,,,,,,,,,205.775,1.199,6644,132.46,3.97876,.0887829,2.00779,.0826128,2020-08-10 07:20:18,montalto,,29331,"new CTOI, Montalto et al. (2020)"
118084297,118084297.01,,,,,,,,,PC,,11.2718,0.006,128.278823,-58.459203,-0.387,0.058,65.347,0.063,2459260.0284,.0012,15.80338,0.00173,,0.37725,9512.1,347.4,2.7488,0.01,,,,,,,,,1.4312,.88,,,,,,,,,,,,,,,,,,,337.359,3.309,5756,126.296,4.14747,.077286,1.41814,.067598,2021-04-17 05:09:19,gsun,,96362,"newCTOI"
118339710,118339710.01,,,,,,,,,PC,,10.3541,0.006,129.572022,-23.550217,-3.804,0.06,2.847,0.053,2458525.64811,.0025,,,4.569695,0.32577,4200,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.536,3.5435,6118.81,115.289,4.11275,.080883,1.56229,.0697462,2020-12-21 12:41:36,brahm,,92682,"WINE single transit"
119131709,119131709.01,5633.01,,,,,,,,PC,,11.1586,0.006,209.753998,-2.513436,-14.942,0.066,11.117,0.058,2459690.8,,17.285,,2.293324,,2110,,3.6,,,,,,.04594,,23.145,,6.07771,,,,,,,,,,.13,,,,,,,,82076.2755,,265.924,2.761,5600,120.785,4.26703,.082082,1.21154,.0615075,2022-05-19 18:53:46,hocevar,,415833,"1 even transit and 1 odd transit in sector 50. Values derived using lightkurve package"
119685627,119685627.01,,,,,,,,,PC,,11.4573,0.027,100.933984,-9.22917,1.664,0.058,-2.368,0.059,2458472.759563,,5.032438,,2.50747,,2306.8,,4.7972,,,,.898,,.04965,,,,12.37012037957129,,,,,,,,,,,,,,,,,,,,722.517,19.6455,6859,219.635,3.93395,.0932217,2.18098,.108769,2021-02-08 16:07:01,olmschenk,,93978,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
119973835,119973835.01,,,,,,,,,PC,,9.1641,0.006,243.216051,16.305882,18.748,0.045,-42.964,0.038,24588985.68,.005,,,0.868937,0.162873,800,150,2.9,0.3,,,,,.028,.003,,,2.7,.26,,,,,,,,,,,,,,,,,,,68.6994,.15275,5212,123.889,4.51487,.0849002,.86356,.0494095,2021-03-18 03:22:38,deen,,95528,"single transit, very uncertain."
119973835,119973835.02,,,,,,,,,PC,,9.1641,0.006,243.216051,16.305882,18.748,0.045,-42.964,0.038,2458993.25,.01,,,0.760281,0.108579,700,100,3.8,0.6,,,,,.026,.002,,,2.49,.18,,,,,,,,,,,,,,,,,,,68.6994,.15275,5212,123.889,4.51487,.0849002,.86356,.0494095,2021-03-18 03:24:54,deen,,95529,"single transit, very uncertain."
120033290,120033290.01,3335.01,,,,,,,,PC,,12.5521,0.006,279.109348,-57.452396,-2.026,0.073,0.723,0.066,2458654.88313828,.00217328,2.26583463,0.00033098,5.234991,0.173732,4810,160,3.682,0.736,86.4,3.2,.308,.273,.06936,.00164,4.86,.41,14.07,1.1,,,,,,,,,,,,,,,,,,,744.585,38.19,5568,128.264,3.89022,.096888,1.8601,.13797,2020-04-13 10:41:06,bouma,tfopwg,18718,"Host is a subgiant field star."
120232318,120232318.01,,,,,,,,,PC,,13.9684,0.006,335.315112,41.521681,1.711,0.031,-0.531,0.043,2458742.193725,,3.62043,,2.815269,,2589.6,,5.3663,,,,.89,,.07238,,,,14.332880264695286,,,,,,,,,,,,,,,,,,,,1949.9,100.67,5591,122,3.61069,,2.57931,,2021-02-08 16:07:01,olmschenk,,93979,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
120232321,120232321.01,,,,,,,,,PC,,13.4556,0.006,335.31727,41.519401,-2.407,0.026,-1.557,0.035,2458742.19406,,3.620311,,2.86763,,2637.7,,5.2811,,,,4.835,,3.86382,,,,14.929741365189951,,,,,,,,,,,,,,,,,,,,1848.62,72.86,6097,122,3.64831,,2.66211,,2021-02-08 16:07:01,olmschenk,,93980,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
120311283,120311283.01,,,,,,,,,PC,,11.7694,0.006,284.639528,36.750176,-11.711,2.077,-12.802,2.077,2458701.6138,.1412,,,295.776755,496.854413,238466,367212,5.9,,,,,,,,,,56.9539,,,,,,,,,,,,,,,,,,,,326.162,,5622,,,,1.07333,,2022-04-28 22:03:58,dragomir,tfopwg,415366,"single transit event from the TSTPC working group"
120861864,120861864.01,,,,,,,,,PC,,10.4204,0.006,164.371876,-52.554223,-36.265,0.059,11.164,0.065,2458574.13,,18,0.8,2.064948,0.217169,1900.08,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.205,2.3,6056,132.036,4.20779,.0819662,1.38573,.0660753,2021-04-23 14:02:06,chiarello,,96569,"Camera 2, CCD 1, Column 1817, Row 239, Sector 10"
121420805,121420805.01,,,,,,,,,PC,,11.3169,0.006,341.833475,-47.916093,-9.558,0.055,-4.838,0.074,2458326.2293,,1.720139,,540.351026,,392061.581232642,,4.93333333333333,,,,,,,,,,96.9894574537454,,,,,,,,,,,,,,,,,,,,754.381,32.912,7942,138.288,4.2016,.083198,1.81447,.0878744,2019-06-06 03:40:31,lipponen,,3787,"sector1"
121420805,121420805.02,,,,,,,,,PC,,11.3169,0.006,341.833475,-47.916093,-9.558,0.055,-4.838,0.074,2458327.0863,,1.718056,,3023.466416,,938253.34528765,,4.1,,,,,,,,,,30.9101741512152,,,,,,,,,,,,,,,,,,,,754.381,32.912,7942,138.288,4.2016,.083198,1.81447,.0878744,2019-06-06 03:40:31,lipponen,,3787,"sector1"
121636363,121636363.01,,,,,,,,,PC,,10.1968,0.006,70.224713,-23.747608,26.983,0.034,20.953,0.037,2459184.357,.02,0,,2.391251,0.543004,2200,500,10.2,0.5,,,,,,,,,5.4,.5,,,,,,,,,,,,,,,,,,,157.233,.618,5754.4,115.333,4.40391,.0778207,1.05508,.0486684,2021-02-20 01:24:54,gsun,,94479,"Single transit event"
121724183,121724183.01,,,,,,,,,PC,,7.7201,0.006,226.109021,-36.285318,-26.905,0.137,-26.594,0.15,2458621.2428,0,,,0.65482,0.000326,602.93,0.3,1.73,2.83,,,,,,,,,6.86,0,,,,,,,,,,,,,,,,,,,167.561,3.268,7956,140.811,4.04847,.0764711,2.16429,.0718593,2021-02-11 05:16:13,steuer,,94183,"Found with our in-house single transit finder"
122441491,122441491.01,4473.01,,,,,,,,PC,,14.148,0.007,290.357978,40.567697,-4.449,0.044,-9.51,0.047,2458687.5744217434,,3.8010477255990964,,8.124821,,7455.3069170312965,,2.1826809204335618,,,,.14555878058974359,,.0863441191803547,,,,,,,,,,,,,,,,,,,,,,,,646.647,10.7805,5211.36,247.58,4.54655,,.832631,,2020-07-14 13:40:48,wilson,,28551,"Kepler confirmed planet KOI-188.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)"
122596693,122596693.01,4435.01,,,,,,,,PC,,14.6147,0.007,290.581743,40.577311,1.317,0.056,-15.867,0.059,2458687.3443747475,,3.5225478754027284,,13.960719,,12775.982212095725,,2.488776810968127,,,,.5581672355206689,,.11303089052155488,,,,,,,,,,,,,,,,,,,,,,,,686.284,15.431,5003.05,263.03,4.56877,,.783768,,2020-07-14 13:40:48,wilson,,28551,"Kepler confirmed planet KOI-830.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)"
122617317,122617317.02,4311.02,,,,,,,,PC,,10.7236,0.006,41.685522,-31.17932,170.932,0.089,73.688,0.095,2459386.60733,,0.990267,,0.28765,0.004886,264.9,4.5,1.571,0.002,,,.242,.242,,,,,1.339,.069,,,1489.6,,1583,,,,.01857,,,,,,,,,,134.988,.926,5159,123.858,4.519,.0898566,.850729,.0504723,2021-07-27 16:46:11,spencer,,98543,"Corrected transit depth of 212.37 (+/-11.75) ppm. USP candidate, background stars should be checked"
122897814,122897814.01,,,,,,,,,PC,,10.5333,0.006,117.927778,-5.964932,15.329,0.066,-27.474,0.049,2458488.5644,.007,3.20034,0.00133,1.811433,,1667,,0.118,0.013,82.64,2.44,.77,.07,.041,.007,6.02,1.69,8.76,2,,,,,,,.4,.44,,,,,,,,,,,300.885,3.972,5342,123.117,3.82055,.0856606,1.95596,.109711,2020-08-10 07:20:18,montalto,,29309,"new CTOI, Montalto et al. (2020)"
123012736,123012736.01,,,,,,,,,PC,,10.8376,0.006,278.953031,44.788478,-6.745,0.037,22.521,0.041,2458685.02,,4.06,,0.069272,,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.031,1.5585,6216,126.882,4.40076,.0845248,1.14209,.0503015,2021-02-15 12:33:49,chiarello,,94415,"Possible two planets as per light curve"
123233041,123233041.01,2177.01,,,,,,,,PC,,13.1448,0.007,281.288134,42.451098,2.196,0.023,3.841,0.027,2458684.4464227054,,3.5227832408479713,,10.441739,,9571.099954407835,,5.8822832661375415,,,,.850385686822344,,.09783199862216777,,,,,,,,,,,,,,,,,,,,,,,,1021.87,14.575,6179,25,4.1117,,1.5817,,2020-07-14 13:40:48,wilson,,28551,"Kepler confirmed planet KOI-10.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)"
123495874,123495874.01,2176.01,,,,,,,,PC,,12.9934,0.007,282.629633,46.323281,-3.546,0.023,-11.776,0.023,2458687.684272609,,7.886192640439142,,7.625187,,6998.452693896813,,2.878221705544264,,,,.0000004047016932921076,,.08365675521974787,,,,,,,,,,,,,,,,,,,,,,,,722.795,6.5885,5883,146.406,4.25308,.0825663,1.27992,.0708593,2020-07-14 13:40:48,wilson,,28551,"Kepler confirmed planet KOI-22.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)"
123496379,123496379.01,,,,,,,,,PC,,11.4767,0.006,282.714354,45.838869,-13.133,0.046,-31.094,0.045,2458699.4466,.0025,,,34.76439,3.576872,31512,3289,6.5,,,,,,,,,,18.3817,1.2642,,,,,,,,,,,,,,,,,,,250.991,1.429,5653.4,109.432,4.48733,.0733429,.946284,.0425452,2022-04-28 22:03:58,dragomir,tfopwg,415348,"single transit event from the TSTPC working group"
123664207,123664207.01,2493.01,,,,,,,,PC,,11.433,0.006,89.746248,-21.575094,33.223,0.022,113.235,0.056,2459225.8061,.0049,,,1.831313,0.198089,1685.28,182.43,4,2.78,,,,,,,,,2.93,.15,,,,,,,,,,,,,,,,,,,93.1416,.24335,4242,122.601,4.62878,.104086,.652251,.0585929,2021-02-15 04:50:07,steuer,,94389,"Found with our in-house single transit finder"
123755508,123755508.01,,,,,,,,,PC,,12.5532,0.006,115.804881,-47.769109,-5.292,0.024,7.937,0.025,2458492.575,.004,15.2869,0.002,17.936039,,16384,,4.62,0.17,87.9,.3,.77,.05,.128,.0059,,,18.1,2.1,,,,,,,,,.1256,.0011,,,,,,,,,401.093,2.1855,4484,123,,,1.59875,,2020-11-03 06:37:20,nardiello,,36690,"new CTOI likely member of Velorum association, PATHOS-38 in Nardiello (2020)"
124029677,124029677.01,5153.01,,,,,,,,PC,,11.215,0.007,91.54032,-19.953444,8.695,0.041,-34.562,0.059,2459218.0119,.009,,,5.560186,0.28563,5108.03,263.04,4.4,0.48,,,,,,,,,10.82,.27,,,,,,,,,,,,,,,,,,,390.484,4.457,6408,125.597,4.26601,.0868095,1.38459,.061191,2021-02-15 04:50:07,steuer,,94390,"Found with our in-house single transit finder"
124095888,124095888.01,2358.01,,,,,,,,PC,,11.5137,0.007,196.285834,-31.985378,-6.391,0.09,-14.182,0.118,2458570.1461,.0017,1.12548,0.00021,2.022438,,1861,,0.027,0.004,78.83,2.96,1.01,.14,.079,.147,5.2,1.18,10.7,20.46,,,,,,,2.1,1.47,,,,,,,,,,,395.046,8.438,6423,126.065,4.36128,.0897868,1.24077,.0603869,2020-08-10 07:20:18,montalto,,29439,"new CTOI, Montalto et al. (2020)"
124206468,124206468.01,2357.01,,,,,,,,PC,,11.4586,0.006,197.200536,-31.499464,4.491,0.104,-0.829,0.073,2458570.8294,.0028,7.0939,0.00129,6.049171,,5556,,0.138,0.006,84.74,.86,.89,.01,.075,.011,9.74,1.71,12.92,2.56,,,,,,,.35,.22,,,,,,,,,,,503.535,11.249,6493,132.085,4.16587,.0869202,1.5777,.074799,2020-08-10 07:20:18,montalto,,29440,"new CTOI, Montalto et al. (2020)"
124515764,124515764.01,2355.01,,,,,,,,PC,,11.7959,0.006,199.021029,-33.76396,-25.369,0.063,-7.35,0.069,2458570.8462,.0074,1.27154,0.00063,1.105842,,1018,,0.104,0.011,89.82,0,.01,.29,.031,.004,4.01,.26,3.95,.64,,,,,,,.75,.33,,,,,,,,,,,418.251,6.009,6296,125.799,4.39428,.0827364,1.1664,.0502312,2020-08-10 07:20:18,montalto,,29445,"new CTOI, Montalto et al. (2020)"
124852105,124852105.01,,,,,,,,,PC,,12.168,0.007,94.94077,-30.886696,8.078,0.083,-7.315,0.1,2458468.1706,.0004,0.26962,0.00001,10.071168,,9233,,0.057,0.001,42.76,5.28,.82,.02,.102,.005,1.11,.06,16.95,1.7,,,,,,,.36,.08,,,,,,,,,,,586.168,18.1235,5848,122.463,4.09835,.0784992,1.52235,.0823568,2020-08-10 07:20:18,montalto,,29441,"new CTOI, Montalto et al. (2020)"
125192758,125192758.01,,5,5,5,5,5,5,5,PC,FP,14.1452,0.011,105.394824,-8.816844,-0.83,0.057,-0.357,0.053,2458492.689092073,.005194524535909295,1.7306882364130334,0.0006749908248124825,35.612336,21.505482,32268.08100739372,19612.40559358689,2.6864943661050957,0.6575725647618619,72.73502181723704,6.471461416425677,.989376392541696,.4619497044016473,.1796331845940324,.0772021329018234,3.33357697194692,.9772137114419448,29.24658979244059,8.773976937732176,,,,,,,,,,,,,,,,,,,1100.46,47.425,5384,123,4.05864,,1.49265,,2019-11-01 06:09:23,bouma,tfopwg,5723,"Giant PC in M50, 100Myr star; rot variable. Parallax a tad low, but within CG18's M50 members.  (CDIPS; Bouma+19)"
